event_time_s,trial_type,session_idx,trial_idx,RT_s,ACC,session_type
1623676765.69,stimulus,1,1,,,PracticeSession
1623676766.19,fixation,1,1,,,PracticeSession
1623676767.69,stimulus,1,2,,,PracticeSession
1623676768.19,fixation,1,2,,,PracticeSession
1623676769.69,stimulus,1,3,,,PracticeSession
1623676770.19,fixation,1,3,,,PracticeSession
1623676771.69,stimulus,1,4,,,PracticeSession
1623676772.19,fixation,1,4,,,PracticeSession
1623676773.69,stimulus,1,5,,,PracticeSession
1623676774.19,fixation,1,5,,,PracticeSession
1623676775.69,stimulus,1,6,,,PracticeSession
1623676776.19,fixation,1,6,,,PracticeSession
1623676777.69,stimulus,1,7,,,PracticeSession
1623676778.19,fixation,1,7,,,PracticeSession
1623676779.69,stimulus,1,8,,,PracticeSession
1623676780.19,fixation,1,8,,,PracticeSession
1623676781.69,stimulus,1,9,,,PracticeSession
1623676782.19,fixation,1,9,,,PracticeSession
1623676783.69,stimulus,1,10,,,PracticeSession
1623676784.19,fixation,1,10,,,PracticeSession
1623676785.69,stimulus,1,11,,,PracticeSession
1623676786.19,fixation,1,11,,,PracticeSession
1623676787.69,stimulus,1,12,,,PracticeSession
1623676788.19,fixation,1,12,,,PracticeSession
1623676789.69,stimulus,1,13,,,PracticeSession
1623676790.19,fixation,1,13,,,PracticeSession
1623676791.69,stimulus,1,14,,,PracticeSession
1623676792.19,fixation,1,14,,,PracticeSession
1623676793.69,stimulus,1,15,,,PracticeSession
1623676794.19,fixation,1,15,,,PracticeSession
1623676795.69,stimulus,1,16,,,PracticeSession
1623676796.19,fixation,1,16,,,PracticeSession
1623676797.69,stimulus,1,17,,,PracticeSession
1623676798.19,fixation,1,17,,,PracticeSession
1623676799.69,stimulus,1,18,,,PracticeSession
1623676800.19,fixation,1,18,,,PracticeSession
1623676801.69,stimulus,1,19,,,PracticeSession
1623676802.19,fixation,1,19,,,PracticeSession
1623676803.69,stimulus,1,20,,,PracticeSession
1623676804.19,fixation,1,20,,,PracticeSession
1623676805.69,stimulus,1,21,,,PracticeSession
1623676806.19,fixation,1,21,,,PracticeSession
1623676807.69,stimulus,1,22,,,PracticeSession
1623676808.19,fixation,1,22,,,PracticeSession
1623676809.69,stimulus,1,23,,,PracticeSession
1623676810.19,fixation,1,23,,,PracticeSession
1623676811.69,stimulus,1,24,,,PracticeSession
1623676812.19,fixation,1,24,,,PracticeSession
1623676813.69,stimulus,1,25,,,PracticeSession
1623676814.19,fixation,1,25,,,PracticeSession
1623676815.69,stimulus,1,26,,,PracticeSession
1623676816.19,fixation,1,26,,,PracticeSession
1623676817.69,stimulus,1,27,,,PracticeSession
1623676818.19,fixation,1,27,,,PracticeSession
1623676819.69,stimulus,1,28,,,PracticeSession
1623676820.19,fixation,1,28,,,PracticeSession
1623676821.69,stimulus,1,29,,,PracticeSession
1623676822.19,fixation,1,29,,,PracticeSession
1623676823.69,stimulus,1,30,,,PracticeSession
1623676824.19,fixation,1,30,,,PracticeSession
1623676825.69,stimulus,1,31,,,PracticeSession
1623676826.19,fixation,1,31,,,PracticeSession
1623676827.69,stimulus,1,32,,,PracticeSession
1623676828.19,fixation,1,32,,,PracticeSession
1623676829.69,stimulus,1,33,,,PracticeSession
1623676830.19,fixation,1,33,,,PracticeSession
1623676831.69,stimulus,1,34,,,PracticeSession
1623676832.19,fixation,1,34,,,PracticeSession
1623676833.69,stimulus,1,35,,,PracticeSession
1623676834.19,fixation,1,35,,,PracticeSession
1623676835.69,stimulus,1,36,,,PracticeSession
1623676836.19,fixation,1,36,,,PracticeSession
1623676837.69,stimulus,1,37,,,PracticeSession
1623676838.19,fixation,1,37,,,PracticeSession
1623676839.69,stimulus,1,38,,,PracticeSession
1623676840.19,fixation,1,38,,,PracticeSession
1623676841.69,stimulus,1,39,,,PracticeSession
1623676842.19,fixation,1,39,,,PracticeSession
1623676843.69,stimulus,1,40,,,PracticeSession
1623676844.19,fixation,1,40,,,PracticeSession
1623676845.69,stimulus,1,41,,,PracticeSession
1623676846.19,fixation,1,41,,,PracticeSession
1623676847.69,stimulus,1,42,,,PracticeSession
1623676848.19,fixation,1,42,,,PracticeSession
1623676849.69,stimulus,1,43,,,PracticeSession
1623676850.19,fixation,1,43,,,PracticeSession
1623676851.69,stimulus,1,44,,,PracticeSession
1623676852.19,fixation,1,44,,,PracticeSession
1623676853.69,stimulus,1,45,,0.0,NoMusic
1623676854.19,fixation,1,45,,0.0,NoMusic
1623676855.69,stimulus,1,46,,0.0,NoMusic
1623676856.3270001,fixation,1,46,0.137,1.0,NoMusic
1623676857.69,stimulus,1,47,,0.0,NoMusic
1623676858.313,fixation,1,47,0.123,1.0,NoMusic
1623676859.69,stimulus,1,48,,0.0,NoMusic
1623676860.359,fixation,1,48,0.169,1.0,NoMusic
1623676861.69,stimulus,1,49,,0.0,NoMusic
1623676862.253,fixation,1,49,0.063,1.0,NoMusic
1623676863.69,stimulus,1,50,,0.0,NoMusic
1623676864.315,fixation,1,50,0.125,1.0,NoMusic
1623676865.69,stimulus,1,51,,0.0,NoMusic
1623676866.352,fixation,1,51,0.162,0.0,NoMusic
1623676868.161,stimulus,1,52,0.471,1.0,NoMusic
1623676868.19,fixation,1,52,,0.0,NoMusic
1623676869.69,stimulus,1,53,,0.0,NoMusic
1623676870.364,fixation,1,53,0.174,1.0,NoMusic
1623676871.69,stimulus,1,54,,0.0,NoMusic
1623676872.242,fixation,1,54,0.052,1.0,NoMusic
1623676874.109,stimulus,1,55,0.419,1.0,NoMusic
1623676874.19,fixation,1,55,,0.0,NoMusic
1623676876.0740001,stimulus,1,56,0.384,1.0,NoMusic
1623676876.19,fixation,1,56,,0.0,NoMusic
1623676878.1820002,stimulus,1,57,0.492,1.0,NoMusic
1623676878.19,fixation,1,57,,0.0,NoMusic
1623676879.69,stimulus,1,58,,0.0,NoMusic
1623676880.206,fixation,1,58,0.016,1.0,NoMusic
