event_time_s,trial_type,session_idx,trial_idx,RT_s,ACC,session_type
1623777955.3,stimulus,1,1,,,PracticeSession
1623777955.8,fixation,1,1,,,PracticeSession
1623777957.3,stimulus,1,2,,,PracticeSession
1623777957.8,fixation,1,2,,,PracticeSession
1623777959.3,stimulus,1,3,,,PracticeSession
1623777959.8,fixation,1,3,,,PracticeSession
1623777961.3,stimulus,1,4,,,PracticeSession
1623777961.8,fixation,1,4,,,PracticeSession
1623777963.3,stimulus,1,5,,,PracticeSession
1623777963.8,fixation,1,5,,,PracticeSession
1623777965.3,stimulus,1,6,,,PracticeSession
1623777965.8,fixation,1,6,,,PracticeSession
1623777967.3,stimulus,1,7,,,PracticeSession
1623777967.8,fixation,1,7,,,PracticeSession
1623777969.3,stimulus,1,8,,,PracticeSession
1623777969.8,fixation,1,8,,,PracticeSession
1623777971.3,stimulus,1,9,,,PracticeSession
1623777971.8,fixation,1,9,,,PracticeSession
1623777973.3,stimulus,1,10,,,PracticeSession
1623777973.8,fixation,1,10,,,PracticeSession
1623777975.3,stimulus,1,11,,,PracticeSession
1623777975.8,fixation,1,11,,,PracticeSession
1623777977.3,stimulus,1,12,,,PracticeSession
1623777977.8,fixation,1,12,,,PracticeSession
1623777979.3,stimulus,1,13,,,PracticeSession
1623777979.8,fixation,1,13,,,PracticeSession
1623777981.3,stimulus,1,14,,,PracticeSession
1623777981.8,fixation,1,14,,,PracticeSession
1623777983.3,stimulus,1,15,,,PracticeSession
1623777983.8,fixation,1,15,,,PracticeSession
1623777985.3,stimulus,1,16,,,PracticeSession
1623777985.8,fixation,1,16,,,PracticeSession
1623777987.3,stimulus,1,17,,,PracticeSession
1623777987.8,fixation,1,17,,,PracticeSession
1623777989.3,stimulus,1,18,,,PracticeSession
1623777989.8,fixation,1,18,,,PracticeSession
1623777991.3,stimulus,1,19,,,PracticeSession
1623777991.8,fixation,1,19,,,PracticeSession
1623777993.3,stimulus,1,20,,,PracticeSession
1623777993.8,fixation,1,20,,,PracticeSession
1623777995.3,stimulus,1,21,,,PracticeSession
1623777995.8,fixation,1,21,,,PracticeSession
1623777997.3,stimulus,1,22,,,PracticeSession
1623777997.8,fixation,1,22,,,PracticeSession
1623777999.3,stimulus,1,23,,,PracticeSession
1623777999.8,fixation,1,23,,,PracticeSession
1623778001.3,stimulus,1,24,,,PracticeSession
1623778001.8,fixation,1,24,,,PracticeSession
1623778003.3,stimulus,1,25,,,PracticeSession
1623778003.8,fixation,1,25,,,PracticeSession
1623778005.3,stimulus,1,26,,,PracticeSession
1623778005.8,fixation,1,26,,,PracticeSession
1623778007.3,stimulus,1,27,,,PracticeSession
1623778007.8,fixation,1,27,,,PracticeSession
1623778009.3,stimulus,1,28,,,PracticeSession
1623778009.8,fixation,1,28,,,PracticeSession
1623778011.3,stimulus,1,29,,,PracticeSession
1623778011.8,fixation,1,29,,,PracticeSession
1623778013.3,stimulus,1,30,,,PracticeSession
1623778013.8,fixation,1,30,,,PracticeSession
1623778015.3,stimulus,1,31,,,PracticeSession
1623778015.8,fixation,1,31,,,PracticeSession
1623778017.3,stimulus,1,32,,,PracticeSession
1623778017.8,fixation,1,32,,,PracticeSession
1623778019.3,stimulus,1,33,,,PracticeSession
1623778019.8,fixation,1,33,,,PracticeSession
1623778021.3,stimulus,1,34,,,PracticeSession
1623778021.8,fixation,1,34,,,PracticeSession
1623778023.3,stimulus,1,35,,,PracticeSession
1623778023.8,fixation,1,35,,,PracticeSession
1623778025.3,stimulus,1,36,,,PracticeSession
1623778025.8,fixation,1,36,,,PracticeSession
1623778027.3,stimulus,1,37,,,PracticeSession
1623778027.8,fixation,1,37,,,PracticeSession
1623778029.3,stimulus,1,38,,,PracticeSession
1623778029.8,fixation,1,38,,,PracticeSession
1623778031.3,stimulus,1,39,,,PracticeSession
1623778031.8,fixation,1,39,,,PracticeSession
1623778033.3,stimulus,1,40,,,PracticeSession
1623778033.8,fixation,1,40,,,PracticeSession
1623778035.3,stimulus,1,41,,,PracticeSession
1623778035.8,fixation,1,41,,,PracticeSession
1623778037.3,stimulus,1,42,,,PracticeSession
1623778037.8,fixation,1,42,,,PracticeSession
1623778039.3,stimulus,1,43,,,PracticeSession
1623778039.8,fixation,1,43,,,PracticeSession
1623778041.3,stimulus,1,44,,,PracticeSession
1623778041.8,fixation,1,44,,,PracticeSession
1623778043.3,stimulus,1,45,,0.0,NoMusic
1623778043.8,fixation,1,45,,0.0,NoMusic
1623778045.7549999,stimulus,1,46,0.455,1.0,NoMusic
1623778045.8,fixation,1,46,,0.0,NoMusic
1623778047.689,stimulus,1,47,0.389,1.0,NoMusic
1623778047.8,fixation,1,47,,0.0,NoMusic
1623778049.667,stimulus,1,48,0.367,1.0,NoMusic
1623778049.8,fixation,1,48,,0.0,NoMusic
1623778051.7489998,stimulus,1,49,0.449,1.0,NoMusic
1623778051.8,fixation,1,49,,0.0,NoMusic
1623778053.7389998,stimulus,1,50,0.439,1.0,NoMusic
1623778053.8,fixation,1,50,,0.0,NoMusic
1623778055.672,stimulus,1,51,0.372,0.0,NoMusic
1623778055.8,fixation,1,51,,0.0,NoMusic
1623778057.72,stimulus,1,52,0.42,1.0,NoMusic
1623778057.8,fixation,1,52,,0.0,NoMusic
1623778059.736,stimulus,1,53,0.436,1.0,NoMusic
1623778059.8,fixation,1,53,,0.0,NoMusic
1623778061.3,stimulus,1,54,,0.0,NoMusic
1623778061.813,fixation,1,54,0.013,1.0,NoMusic
1623778063.688,stimulus,1,55,0.388,1.0,NoMusic
1623778063.8,fixation,1,55,,0.0,NoMusic
1623778065.731,stimulus,1,56,0.431,1.0,NoMusic
1623778065.8,fixation,1,56,,0.0,NoMusic
1623778067.3,stimulus,1,57,,0.0,NoMusic
1623778067.853,fixation,1,57,0.053,1.0,NoMusic
1623778069.675,stimulus,1,58,0.375,1.0,NoMusic
1623778069.8,fixation,1,58,,0.0,NoMusic
1623778071.608,stimulus,1,59,0.308,1.0,NoMusic
1623778071.8,fixation,1,59,,0.0,NoMusic
1623778073.721,stimulus,1,60,0.421,1.0,NoMusic
1623778073.8,fixation,1,60,,0.0,NoMusic
1623778075.751,stimulus,1,61,0.451,1.0,NoMusic
1623778075.8,fixation,1,61,,0.0,NoMusic
1623778077.6929998,stimulus,1,62,0.393,1.0,NoMusic
1623778077.8,fixation,1,62,,0.0,NoMusic
1623778079.707,stimulus,1,63,0.407,1.0,NoMusic
1623778079.8,fixation,1,63,,0.0,NoMusic
1623778081.704,stimulus,1,64,0.404,1.0,NoMusic
1623778081.8,fixation,1,64,,0.0,NoMusic
1623778083.6729999,stimulus,1,65,0.373,1.0,NoMusic
1623778083.8,fixation,1,65,,0.0,NoMusic
1623778085.698,stimulus,1,66,0.398,1.0,NoMusic
1623778085.8,fixation,1,66,,0.0,NoMusic
1623778087.3,stimulus,1,67,,0.0,NoMusic
1623778087.8,fixation,1,67,,0.0,NoMusic
1623778089.577,stimulus,1,68,0.277,1.0,NoMusic
1623778089.8,fixation,1,68,,0.0,NoMusic
1623778091.3,stimulus,1,69,,0.0,NoMusic
1623778091.885,fixation,1,69,0.085,1.0,NoMusic
1623778093.3,stimulus,1,70,,0.0,NoMusic
1623778093.86,fixation,1,70,0.06,1.0,NoMusic
1623778095.3,stimulus,1,71,,0.0,NoMusic
1623778096.257,fixation,1,71,0.457,1.0,NoMusic
1623778097.3,stimulus,1,72,,0.0,NoMusic
1623778097.98,fixation,1,72,0.18,0.0,NoMusic
1623778099.3,stimulus,1,73,,0.0,NoMusic
1623778100.106,fixation,1,73,0.306,0.0,NoMusic
1623778101.3,stimulus,1,74,,0.0,NoMusic
1623778102.268,fixation,1,74,0.468,0.0,NoMusic
1623778103.3,stimulus,1,75,,0.0,NoMusic
1623778104.736,fixation,1,75,0.936,0.0,NoMusic
1623778105.3,stimulus,1,76,,0.0,NoMusic
1623778106.257,fixation,1,76,0.457,1.0,NoMusic
1623778107.3,stimulus,1,77,,0.0,NoMusic
1623778108.263,fixation,1,77,0.463,0.0,NoMusic
1623778109.3,stimulus,1,78,,0.0,NoMusic
1623778110.1369998,fixation,1,78,0.337,1.0,NoMusic
