event_time_s,trial_type,session_idx,trial_idx,RT_s,ACC,session_type
1624321794.48,stimulus,1,1,,,PracticeSession
1624321794.98,fixation,1,1,,,PracticeSession
1624321796.48,stimulus,1,2,,,PracticeSession
1624321796.98,fixation,1,2,,,PracticeSession
1624321798.48,stimulus,1,3,,,PracticeSession
1624321798.98,fixation,1,3,,,PracticeSession
1624321800.48,stimulus,1,4,,,PracticeSession
1624321800.98,fixation,1,4,,,PracticeSession
1624321802.48,stimulus,1,5,,,PracticeSession
1624321802.98,fixation,1,5,,,PracticeSession
1624321804.48,stimulus,1,6,,,PracticeSession
1624321804.98,fixation,1,6,,,PracticeSession
1624321806.48,stimulus,1,7,,,PracticeSession
1624321806.98,fixation,1,7,,,PracticeSession
1624321808.48,stimulus,1,8,,,PracticeSession
1624321808.98,fixation,1,8,,,PracticeSession
1624321810.48,stimulus,1,9,,,PracticeSession
1624321810.98,fixation,1,9,,,PracticeSession
1624321812.48,stimulus,1,10,,,PracticeSession
1624321812.98,fixation,1,10,,,PracticeSession
1624321814.48,stimulus,1,11,,,PracticeSession
1624321814.98,fixation,1,11,,,PracticeSession
1624321816.48,stimulus,1,12,,,PracticeSession
1624321816.98,fixation,1,12,,,PracticeSession
1624321818.48,stimulus,1,13,,,PracticeSession
1624321818.98,fixation,1,13,,,PracticeSession
1624321820.48,stimulus,1,14,,,PracticeSession
1624321820.98,fixation,1,14,,,PracticeSession
1624321822.48,stimulus,1,15,,,PracticeSession
1624321822.98,fixation,1,15,,,PracticeSession
1624321824.48,stimulus,1,16,,,PracticeSession
1624321824.98,fixation,1,16,,,PracticeSession
1624321826.48,stimulus,1,17,,,PracticeSession
1624321826.98,fixation,1,17,,,PracticeSession
1624321828.48,stimulus,1,18,,,PracticeSession
1624321828.98,fixation,1,18,,,PracticeSession
1624321830.48,stimulus,1,19,,,PracticeSession
1624321830.98,fixation,1,19,,,PracticeSession
1624321832.48,stimulus,1,20,,,PracticeSession
1624321832.98,fixation,1,20,,,PracticeSession
1624321834.48,stimulus,1,21,,,PracticeSession
1624321834.98,fixation,1,21,,,PracticeSession
1624321836.48,stimulus,1,22,,,PracticeSession
1624321836.98,fixation,1,22,,,PracticeSession
1624321838.48,stimulus,1,23,,,PracticeSession
1624321838.98,fixation,1,23,,,PracticeSession
1624321840.48,stimulus,1,24,,,PracticeSession
1624321840.98,fixation,1,24,,,PracticeSession
1624321842.48,stimulus,1,25,,,PracticeSession
1624321842.98,fixation,1,25,,,PracticeSession
1624321844.48,stimulus,1,26,,,PracticeSession
1624321844.98,fixation,1,26,,,PracticeSession
1624321846.48,stimulus,1,27,,,PracticeSession
1624321846.98,fixation,1,27,,,PracticeSession
1624321848.48,stimulus,1,28,,,PracticeSession
1624321848.98,fixation,1,28,,,PracticeSession
1624321850.48,stimulus,1,29,,,PracticeSession
1624321850.98,fixation,1,29,,,PracticeSession
1624321852.48,stimulus,1,30,,,PracticeSession
1624321852.98,fixation,1,30,,,PracticeSession
1624321854.48,stimulus,1,31,,,PracticeSession
1624321854.98,fixation,1,31,,,PracticeSession
1624321856.48,stimulus,1,32,,,PracticeSession
1624321856.98,fixation,1,32,,,PracticeSession
1624321858.48,stimulus,1,33,,,PracticeSession
1624321858.98,fixation,1,33,,,PracticeSession
1624321860.48,stimulus,1,34,,,PracticeSession
1624321860.98,fixation,1,34,,,PracticeSession
1624321862.48,stimulus,1,35,,,PracticeSession
1624321862.98,fixation,1,35,,,PracticeSession
1624321864.48,stimulus,1,36,,,PracticeSession
1624321864.98,fixation,1,36,,,PracticeSession
1624321866.48,stimulus,1,37,,,PracticeSession
1624321866.98,fixation,1,37,,,PracticeSession
1624321868.48,stimulus,1,38,,,PracticeSession
1624321868.98,fixation,1,38,,,PracticeSession
1624321870.48,stimulus,1,39,,,PracticeSession
1624321870.98,fixation,1,39,,,PracticeSession
1624321872.48,stimulus,1,40,,,PracticeSession
1624321872.98,fixation,1,40,,,PracticeSession
1624321874.48,stimulus,1,41,,,PracticeSession
1624321874.98,fixation,1,41,,,PracticeSession
1624321876.48,stimulus,1,42,,,PracticeSession
1624321876.98,fixation,1,42,,,PracticeSession
1624321878.48,stimulus,1,43,,,PracticeSession
1624321878.98,fixation,1,43,,,PracticeSession
1624321880.48,stimulus,1,44,,,PracticeSession
1624321880.98,fixation,1,44,,,PracticeSession
1624321882.48,stimulus,1,45,,0.0,NoMusic
1624321883.55,fixation,1,45,0.57,1.0,NoMusic
1624321884.48,stimulus,1,46,,0.0,NoMusic
1624321885.304,fixation,1,46,0.324,1.0,NoMusic
1624321886.48,stimulus,1,47,,0.0,NoMusic
1624321887.162,fixation,1,47,0.182,1.0,NoMusic
1624321888.48,stimulus,1,48,,0.0,NoMusic
1624321889.185,fixation,1,48,0.205,1.0,NoMusic
1624321890.48,stimulus,1,49,,0.0,NoMusic
1624321891.113,fixation,1,49,0.133,1.0,NoMusic
1624321892.48,stimulus,1,50,,0.0,NoMusic
1624321893.102,fixation,1,50,0.122,1.0,NoMusic
1624321894.48,stimulus,1,51,,0.0,NoMusic
1624321895.154,fixation,1,51,0.174,0.0,NoMusic
1624321896.48,stimulus,1,52,,0.0,NoMusic
1624321897.207,fixation,1,52,0.227,1.0,NoMusic
1624321898.48,stimulus,1,53,,0.0,NoMusic
1624321899.123,fixation,1,53,0.143,1.0,NoMusic
1624321900.48,stimulus,1,54,,0.0,NoMusic
1624321901.1560001,fixation,1,54,0.176,1.0,NoMusic
1624321902.48,stimulus,1,55,,0.0,NoMusic
1624321903.104,fixation,1,55,0.124,1.0,NoMusic
1624321904.48,stimulus,1,56,,0.0,NoMusic
1624321905.226,fixation,1,56,0.246,1.0,NoMusic
1624321906.48,stimulus,1,57,,0.0,NoMusic
1624321907.265,fixation,1,57,0.285,1.0,NoMusic
1624321908.48,stimulus,1,58,,0.0,NoMusic
1624321909.22,fixation,1,58,0.24,1.0,NoMusic
1624321910.48,stimulus,1,59,,0.0,NoMusic
1624321911.451,fixation,1,59,0.471,1.0,NoMusic
1624321912.48,stimulus,1,60,,0.0,NoMusic
1624321913.155,fixation,1,60,0.175,1.0,NoMusic
1624321914.48,stimulus,1,61,,0.0,NoMusic
1624321915.33,fixation,1,61,0.35,1.0,NoMusic
1624321916.48,stimulus,1,62,,0.0,NoMusic
1624321917.29,fixation,1,62,0.31,1.0,NoMusic
1624321918.48,stimulus,1,63,,0.0,NoMusic
1624321919.453,fixation,1,63,0.473,1.0,NoMusic
1624321920.48,stimulus,1,64,,0.0,NoMusic
1624321921.221,fixation,1,64,0.241,1.0,NoMusic
1624321922.48,stimulus,1,65,,0.0,NoMusic
1624321923.278,fixation,1,65,0.298,1.0,NoMusic
1624321924.48,stimulus,1,66,,0.0,NoMusic
1624321925.139,fixation,1,66,0.159,1.0,NoMusic
